2024-11-17T16:29:51.976250,temp,19.83
2024-11-17T16:28:51.976250,umid,67.76
2024-11-17T16:27:51.976250,umid,71.77
2024-11-17T16:26:51.976250,umid,60.99
2024-11-17T16:25:51.976250,umid,54.26
2024-11-17T16:24:51.976250,umid,49.26
2024-11-17T16:23:51.976250,umid,47.59
2024-11-17T16:22:51.976250,umid,71.63
2024-11-17T16:21:51.976250,umid,59.98
2024-11-17T16:20:51.976250,temp,16.72
2024-11-17T16:19:51.976250,umid,44.74
2024-11-17T16:18:51.976250,temp,28.46
2024-11-17T16:17:51.976250,umid,69.29
2024-11-17T16:16:51.976250,temp,28.03
2024-11-17T16:15:51.976250,temp,29.08
2024-11-17T16:14:51.976250,temp,18.57
2024-11-17T16:13:51.976250,umid,73.13
2024-11-17T16:12:51.976250,temp,19.18
2024-11-17T16:11:51.976250,umid,55.92
2024-11-17T16:10:51.976250,umid,44.84
2024-11-17T16:09:51.976250,umid,44.9
2024-11-17T16:08:51.976250,umid,56.9
2024-11-17T16:07:51.976250,temp,23.76
2024-11-17T16:06:51.976250,temp,25.4
2024-11-17T16:05:51.976250,umid,72.74
2024-11-17T16:04:51.976250,temp,19.89
2024-11-17T16:03:51.976250,umid,58.4
2024-11-17T16:02:51.976250,temp,28.63
2024-11-17T16:01:51.976250,temp,17.53
2024-11-17T16:00:51.976250,temp,17.72
2024-11-17T15:59:51.976250,umid,45.12
2024-11-17T15:58:51.976250,temp,26.69
2024-11-17T15:57:51.976250,temp,24.54
2024-11-17T15:56:51.976250,temp,15.16
2024-11-17T15:55:51.976250,umid,74.24
2024-11-17T15:54:51.976250,temp,26.13
2024-11-17T15:53:51.976250,umid,66.05
2024-11-17T15:52:51.976250,temp,24.14
2024-11-17T15:51:51.976250,umid,76.47
2024-11-17T15:50:51.976250,umid,66.47
2024-11-17T15:49:51.976250,umid,76.86
2024-11-17T15:48:51.976250,umid,55.75
2024-11-17T15:47:51.976250,umid,70.71
2024-11-17T15:46:51.976250,temp,27.33
2024-11-17T15:45:51.976250,temp,26.94
2024-11-17T15:44:51.976250,temp,20.86
2024-11-17T15:43:51.976250,temp,28.28
2024-11-17T15:42:51.976250,temp,18.66
2024-11-17T15:41:51.976250,umid,73.59
2024-11-17T15:40:51.976250,temp,18.49
2024-11-17T15:39:51.976250,umid,71.31
2024-11-17T15:38:51.976250,temp,27.55
